game_id,season,week,gameday,home_team,away_team,spread_line,total_line,home_moneyline,away_moneyline,home_score,away_score,result,total
2024_10_MIN_JAX,2024,10,2024-11-10,JAX,MIN,-7.0,42.5,280.0,-345.0,7.0,12.0,-5.0,19.0
2024_10_DEN_KC,2024,10,2024-11-10,KC,DEN,7.5,42.5,-380.0,300.0,16.0,14.0,2.0,30.0
2024_10_ATL_NO,2024,10,2024-11-10,NO,ATL,-3.5,46.5,160.0,-192.0,20.0,17.0,3.0,37.0
2024_10_SF_TB,2024,10,2024-11-10,TB,SF,-6.5,50.5,240.0,-298.0,20.0,23.0,-3.0,43.0
2024_10_PIT_WAS,2024,10,2024-11-10,WAS,PIT,1.5,45.0,-122.0,102.0,27.0,28.0,-1.0,55.0
2024_10_TEN_LAC,2024,10,2024-11-10,LAC,TEN,8.0,40.0,-380.0,300.0,27.0,17.0,10.0,44.0
2024_10_NYJ_ARI,2024,10,2024-11-10,ARI,NYJ,-2.0,45.5,110.0,-130.0,31.0,6.0,25.0,37.0
2024_10_PHI_DAL,2024,10,2024-11-10,DAL,PHI,-7.5,44.5,285.0,-360.0,6.0,34.0,-28.0,40.0
2024_10_DET_HOU,2024,10,2024-11-10,HOU,DET,-4.5,49.0,190.0,-230.0,23.0,26.0,-3.0,49.0
2024_10_MIA_LA,2024,10,2024-11-11,LA,MIA,2.5,49.5,-142.0,120.0,15.0,23.0,-8.0,38.0
2024_11_WAS_PHI,2024,11,2024-11-14,PHI,WAS,4.5,49.5,-230.0,190.0,26.0,18.0,8.0,44.0
2024_11_GB_CHI,2024,11,2024-11-17,CHI,GB,-6.0,41.0,215.0,-265.0,19.0,20.0,-1.0,39.0
2024_11_JAX_DET,2024,11,2024-11-17,DET,JAX,14.0,47.5,-1000.0,650.0,52.0,6.0,46.0,58.0
2024_11_LV_MIA,2024,11,2024-11-17,MIA,LV,8.0,43.5,-425.0,330.0,34.0,19.0,15.0,53.0
2024_11_LA_NE,2024,11,2024-11-17,NE,LA,-4.0,42.5,164.0,-198.0,22.0,28.0,-6.0,50.0
2024_11_CLE_NO,2024,11,2024-11-17,NO,CLE,-1.0,44.0,-105.0,-115.0,35.0,14.0,21.0,49.0
2024_11_IND_NYJ,2024,11,2024-11-17,NYJ,IND,4.0,43.0,-205.0,170.0,27.0,28.0,-1.0,55.0
2024_11_BAL_PIT,2024,11,2024-11-17,PIT,BAL,-3.0,48.0,145.0,-175.0,18.0,16.0,2.0,34.0
2024_11_MIN_TEN,2024,11,2024-11-17,TEN,MIN,-6.0,40.0,235.0,-290.0,13.0,23.0,-10.0,36.0
2024_11_ATL_DEN,2024,11,2024-11-17,DEN,ATL,2.0,44.5,-135.0,114.0,38.0,6.0,32.0,44.0
2024_11_SEA_SF,2024,11,2024-11-17,SF,SEA,6.0,49.0,-265.0,215.0,17.0,20.0,-3.0,37.0
2024_11_KC_BUF,2024,11,2024-11-17,BUF,KC,2.5,46.5,-142.0,120.0,30.0,21.0,9.0,51.0
2024_11_CIN_LAC,2024,11,2024-11-17,LAC,CIN,1.0,48.0,-110.0,-110.0,34.0,27.0,7.0,61.0
2024_11_HOU_DAL,2024,11,2024-11-18,DAL,HOU,-7.5,41.5,285.0,-360.0,10.0,34.0,-24.0,44.0
2024_12_PIT_CLE,2024,12,2024-11-21,CLE,PIT,-3.5,36.5,170.0,-205.0,24.0,19.0,5.0,43.0
2024_12_KC_CAR,2024,12,2024-11-24,CAR,KC,-11.0,43.0,500.0,-700.0,27.0,30.0,-3.0,57.0
2024_12_MIN_CHI,2024,12,2024-11-24,CHI,MIN,-3.0,39.5,145.0,-175.0,27.0,30.0,-3.0,57.0
2024_12_TEN_HOU,2024,12,2024-11-24,HOU,TEN,8.0,40.5,-375.0,295.0,27.0,32.0,-5.0,59.0
2024_12_DET_IND,2024,12,2024-11-24,IND,DET,-7.0,50.5,295.0,-375.0,6.0,24.0,-18.0,30.0
2024_12_NE_MIA,2024,12,2024-11-24,MIA,NE,7.5,46.0,-360.0,285.0,34.0,15.0,19.0,49.0
2024_12_TB_NYG,2024,12,2024-11-24,NYG,TB,-6.5,40.5,240.0,-298.0,7.0,30.0,-23.0,37.0
2024_12_DAL_WAS,2024,12,2024-11-24,WAS,DAL,10.5,45.0,-625.0,455.0,26.0,34.0,-8.0,60.0
2024_12_DEN_LV,2024,12,2024-11-24,LV,DEN,-6.5,41.5,225.0,-278.0,19.0,29.0,-10.0,48.0
2024_12_SF_GB,2024,12,2024-11-24,GB,SF,6.5,44.5,-290.0,235.0,38.0,10.0,28.0,48.0
2024_12_ARI_SEA,2024,12,2024-11-24,SEA,ARI,-1.0,46.5,-105.0,-115.0,16.0,6.0,10.0,22.0
2024_12_PHI_LA,2024,12,2024-11-24,LA,PHI,-3.0,49.0,142.0,-170.0,20.0,37.0,-17.0,57.0
2024_12_BAL_LAC,2024,12,2024-11-25,LAC,BAL,-3.0,51.0,140.0,-166.0,23.0,30.0,-7.0,53.0
2024_13_CHI_DET,2024,13,2024-11-28,DET,CHI,9.5,47.5,-520.0,390.0,23.0,20.0,3.0,43.0
2024_13_NYG_DAL,2024,13,2024-11-28,DAL,NYG,4.5,39.0,-218.0,185.0,27.0,20.0,7.0,47.0
2024_13_MIA_GB,2024,13,2024-11-28,GB,MIA,3.5,47.5,-175.0,145.0,30.0,17.0,13.0,47.0
2024_13_LV_KC,2024,13,2024-11-29,KC,LV,13.5,42.0,-800.0,550.0,19.0,17.0,2.0,36.0
2024_13_LAC_ATL,2024,13,2024-12-01,ATL,LAC,-1.0,47.0,-102.0,-118.0,13.0,17.0,-4.0,30.0
2024_13_PIT_CIN,2024,13,2024-12-01,CIN,PIT,3.0,46.0,-155.0,130.0,38.0,44.0,-6.0,82.0
2024_13_HOU_JAX,2024,13,2024-12-01,JAX,HOU,-3.5,44.5,160.0,-192.0,20.0,23.0,-3.0,43.0
2024_13_ARI_MIN,2024,13,2024-12-01,MIN,ARI,3.5,45.5,-185.0,154.0,23.0,22.0,1.0,45.0
2024_13_IND_NE,2024,13,2024-12-01,NE,IND,-2.5,41.5,114.0,-135.0,24.0,25.0,-1.0,49.0
2024_13_SEA_NYJ,2024,13,2024-12-01,NYJ,SEA,1.0,41.5,-115.0,-105.0,21.0,26.0,-5.0,47.0
2024_13_TEN_WAS,2024,13,2024-12-01,WAS,TEN,6.0,45.0,-250.0,205.0,42.0,19.0,23.0,61.0
2024_13_TB_CAR,2024,13,2024-12-01,CAR,TB,-6.5,46.0,235.0,-290.0,23.0,26.0,-3.0,49.0
2024_13_LA_NO,2024,13,2024-12-01,NO,LA,-2.5,48.5,120.0,-142.0,14.0,21.0,-7.0,35.0
2024_13_PHI_BAL,2024,13,2024-12-01,BAL,PHI,3.0,50.0,-162.0,136.0,19.0,24.0,-5.0,43.0
2024_13_SF_BUF,2024,13,2024-12-01,BUF,SF,6.5,45.0,-340.0,270.0,35.0,10.0,25.0,45.0
2024_13_CLE_DEN,2024,13,2024-12-02,DEN,CLE,6.5,41.5,-290.0,235.0,41.0,32.0,9.0,73.0
2024_14_GB_DET,2024,14,2024-12-05,DET,GB,3.0,53.0,-170.0,142.0,34.0,31.0,3.0,65.0
2024_14_NYJ_MIA,2024,14,2024-12-08,MIA,NYJ,6.5,45.0,-298.0,240.0,32.0,26.0,6.0,58.0
2024_14_ATL_MIN,2024,14,2024-12-08,MIN,ATL,6.0,46.5,-250.0,205.0,42.0,21.0,21.0,63.0
2024_14_NO_NYG,2024,14,2024-12-08,NYG,NO,-5.5,41.0,200.0,-245.0,11.0,14.0,-3.0,25.0
2024_14_CAR_PHI,2024,14,2024-12-08,PHI,CAR,14.0,44.5,-950.0,625.0,22.0,16.0,6.0,38.0
2024_14_CLE_PIT,2024,14,2024-12-08,PIT,CLE,6.0,43.0,-258.0,210.0,27.0,14.0,13.0,41.0
2024_14_LV_TB,2024,14,2024-12-08,TB,LV,7.0,47.0,-325.0,260.0,28.0,13.0,15.0,41.0
2024_14_JAX_TEN,2024,14,2024-12-08,TEN,JAX,3.0,40.0,-170.0,142.0,6.0,10.0,-4.0,16.0
2024_14_SEA_ARI,2024,14,2024-12-08,ARI,SEA,3.0,45.5,-175.0,145.0,18.0,30.0,-12.0,48.0
2024_14_BUF_LA,2024,14,2024-12-08,LA,BUF,-3.5,49.5,160.0,-192.0,44.0,42.0,2.0,86.0
2024_14_CHI_SF,2024,14,2024-12-08,SF,CHI,3.0,43.5,-162.0,136.0,38.0,13.0,25.0,51.0
2024_14_LAC_KC,2024,14,2024-12-08,KC,LAC,5.0,43.5,-238.0,195.0,19.0,17.0,2.0,36.0
2024_14_CIN_DAL,2024,14,2024-12-09,DAL,CIN,-5.0,51.0,190.0,-230.0,20.0,27.0,-7.0,47.0
2024_15_LA_SF,2024,15,2024-12-12,SF,LA,3.0,48.5,-155.0,130.0,6.0,12.0,-6.0,18.0
2024_15_DAL_CAR,2024,15,2024-12-15,CAR,DAL,2.5,42.0,-142.0,120.0,14.0,30.0,-16.0,44.0
2024_15_KC_CLE,2024,15,2024-12-15,CLE,KC,-4.5,41.5,190.0,-230.0,7.0,21.0,-14.0,28.0
2024_15_MIA_HOU,2024,15,2024-12-15,HOU,MIA,2.5,46.5,-155.0,130.0,20.0,12.0,8.0,32.0
2024_15_NYJ_JAX,2024,15,2024-12-15,JAX,NYJ,-3.5,41.5,145.0,-175.0,25.0,32.0,-7.0,57.0
2024_15_WAS_NO,2024,15,2024-12-15,NO,WAS,-7.5,44.5,295.0,-375.0,19.0,20.0,-1.0,39.0
2024_15_BAL_NYG,2024,15,2024-12-15,NYG,BAL,-16.5,43.5,1000.0,-1800.0,14.0,35.0,-21.0,49.0
2024_15_CIN_TEN,2024,15,2024-12-15,TEN,CIN,-6.0,46.5,205.0,-250.0,27.0,37.0,-10.0,64.0
2024_15_NE_ARI,2024,15,2024-12-15,ARI,NE,6.0,46.5,-258.0,210.0,30.0,17.0,13.0,47.0
2024_15_IND_DEN,2024,15,2024-12-15,DEN,IND,4.5,43.5,-238.0,195.0,31.0,13.0,18.0,44.0
2024_15_BUF_DET,2024,15,2024-12-15,DET,BUF,2.5,55.5,-130.0,110.0,42.0,48.0,-6.0,90.0
2024_15_TB_LAC,2024,15,2024-12-15,LAC,TB,3.0,46.0,-162.0,136.0,17.0,40.0,-23.0,57.0
2024_15_PIT_PHI,2024,15,2024-12-15,PHI,PIT,5.5,43.0,-265.0,215.0,27.0,13.0,14.0,40.0
2024_15_GB_SEA,2024,15,2024-12-15,SEA,GB,-3.0,48.0,136.0,-162.0,13.0,30.0,-17.0,43.0
2024_15_CHI_MIN,2024,15,2024-12-16,MIN,CHI,7.0,43.5,-325.0,260.0,30.0,12.0,18.0,42.0
2024_15_ATL_LV,2024,15,2024-12-16,LV,ATL,-6.5,44.5,275.0,-345.0,9.0,15.0,-6.0,24.0
2024_16_DEN_LAC,2024,16,2024-12-19,LAC,DEN,3.0,41.5,-148.0,124.0,34.0,27.0,7.0,61.0
2024_16_HOU_KC,2024,16,2024-12-21,KC,HOU,3.5,42.5,-180.0,150.0,27.0,19.0,8.0,46.0
2024_16_PIT_BAL,2024,16,2024-12-21,BAL,PIT,7.0,44.5,-345.0,275.0,34.0,17.0,17.0,51.0
2024_16_NYG_ATL,2024,16,2024-12-22,ATL,NYG,9.5,42.5,-550.0,410.0,34.0,7.0,27.0,41.0
2024_16_ARI_CAR,2024,16,2024-12-22,CAR,ARI,-5.5,47.0,200.0,-245.0,36.0,30.0,6.0,66.0
2024_16_DET_CHI,2024,16,2024-12-22,CHI,DET,-7.0,47.5,270.0,-340.0,17.0,34.0,-17.0,51.0
2024_16_CLE_CIN,2024,16,2024-12-22,CIN,CLE,10.0,46.5,-575.0,425.0,24.0,6.0,18.0,30.0
2024_16_TEN_IND,2024,16,2024-12-22,IND,TEN,4.0,42.5,-198.0,164.0,38.0,30.0,8.0,68.0
2024_16_LA_NYJ,2024,16,2024-12-22,NYJ,LA,-3.0,47.0,136.0,-162.0,9.0,19.0,-10.0,28.0
2024_16_PHI_WAS,2024,16,2024-12-22,WAS,PHI,-4.0,47.0,180.0,-218.0,36.0,33.0,3.0,69.0
2024_16_MIN_SEA,2024,16,2024-12-22,SEA,MIN,-2.5,43.0,124.0,-148.0,24.0,27.0,-3.0,51.0
2024_16_NE_BUF,2024,16,2024-12-22,BUF,NE,14.0,48.0,-1100.0,700.0,24.0,21.0,3.0,45.0
2024_16_JAX_LV,2024,16,2024-12-22,LV,JAX,2.5,41.5,-130.0,110.0,19.0,14.0,5.0,33.0
2024_16_SF_MIA,2024,16,2024-12-22,MIA,SF,-2.0,44.0,105.0,-125.0,29.0,17.0,12.0,46.0
2024_16_TB_DAL,2024,16,2024-12-22,DAL,TB,-4.5,47.5,180.0,-218.0,26.0,24.0,2.0,50.0
2024_16_NO_GB,2024,16,2024-12-23,GB,NO,14.0,44.0,-950.0,625.0,34.0,0.0,34.0,34.0
2024_17_KC_PIT,2024,17,2024-12-25,PIT,KC,-3.0,43.5,136.0,-162.0,10.0,29.0,-19.0,39.0
2024_17_BAL_HOU,2024,17,2024-12-25,HOU,BAL,-5.5,46.5,200.0,-245.0,2.0,31.0,-29.0,33.0
2024_17_SEA_CHI,2024,17,2024-12-26,CHI,SEA,-3.5,43.5,160.0,-192.0,3.0,6.0,-3.0,9.0
2024_17_LAC_NE,2024,17,2024-12-28,NE,LAC,-6.0,42.0,245.0,-305.0,7.0,40.0,-33.0,47.0
2024_17_DEN_CIN,2024,17,2024-12-28,CIN,DEN,3.5,50.5,-175.0,145.0,30.0,24.0,6.0,54.0
2024_17_ARI_LA,2024,17,2024-12-28,LA,ARI,6.5,48.0,-340.0,270.0,13.0,9.0,4.0,22.0
2024_17_NYJ_BUF,2024,17,2024-12-29,BUF,NYJ,10.0,44.5,-520.0,390.0,40.0,14.0,26.0,54.0
2024_17_TEN_JAX,2024,17,2024-12-29,JAX,TEN,-1.0,38.0,-112.0,-108.0,20.0,13.0,7.0,33.0
2024_17_LV_NO,2024,17,2024-12-29,NO,LV,-2.0,37.5,105.0,-125.0,10.0,25.0,-15.0,35.0
2024_17_IND_NYG,2024,17,2024-12-29,NYG,IND,-7.5,40.5,320.0,-410.0,45.0,33.0,12.0,78.0
2024_17_DAL_PHI,2024,17,2024-12-29,PHI,DAL,7.5,37.5,-325.0,260.0,41.0,7.0,34.0,48.0
2024_17_CAR_TB,2024,17,2024-12-29,TB,CAR,9.5,47.5,-500.0,380.0,48.0,14.0,34.0,62.0
2024_17_MIA_CLE,2024,17,2024-12-29,CLE,MIA,-3.0,32.5,142.0,-170.0,3.0,20.0,-17.0,23.0
2024_17_GB_MIN,2024,17,2024-12-29,MIN,GB,-1.0,49.0,-108.0,-112.0,27.0,25.0,2.0,52.0
2024_17_ATL_WAS,2024,17,2024-12-29,WAS,ATL,3.5,46.5,-192.0,160.0,30.0,24.0,6.0,54.0
2024_17_DET_SF,2024,17,2024-12-30,SF,DET,-4.0,50.5,190.0,-230.0,34.0,40.0,-6.0,74.0
2024_18_CLE_BAL,2024,18,2025-01-04,BAL,CLE,19.5,42.5,-2400.0,1200.0,35.0,10.0,25.0,45.0
2024_18_CIN_PIT,2024,18,2025-01-04,PIT,CIN,-2.5,48.5,124.0,-148.0,17.0,19.0,-2.0,36.0
2024_18_CAR_ATL,2024,18,2025-01-05,ATL,CAR,7.5,48.5,-380.0,300.0,38.0,44.0,-6.0,82.0
2024_18_WAS_DAL,2024,18,2025-01-05,DAL,WAS,-7.0,43.5,250.0,-310.0,19.0,23.0,-4.0,42.0
2024_18_CHI_GB,2024,18,2025-01-05,GB,CHI,10.0,41.5,-410.0,320.0,22.0,24.0,-2.0,46.0
2024_18_JAX_IND,2024,18,2025-01-05,IND,JAX,3.5,45.5,-180.0,150.0,26.0,23.0,3.0,49.0
2024_18_BUF_NE,2024,18,2025-01-05,NE,BUF,-3.0,36.5,140.0,-166.0,23.0,16.0,7.0,39.0
2024_18_NYG_PHI,2024,18,2025-01-05,PHI,NYG,3.0,36.5,-155.0,130.0,20.0,13.0,7.0,33.0
2024_18_NO_TB,2024,18,2025-01-05,TB,NO,14.5,44.5,-1050.0,675.0,27.0,19.0,8.0,46.0
2024_18_HOU_TEN,2024,18,2025-01-05,TEN,HOU,2.5,36.5,-142.0,120.0,14.0,23.0,-9.0,37.0
2024_18_SF_ARI,2024,18,2025-01-05,ARI,SF,4.5,42.5,-192.0,160.0,47.0,24.0,23.0,71.0
2024_18_KC_DEN,2024,18,2025-01-05,DEN,KC,10.5,40.5,-485.0,370.0,38.0,0.0,38.0,38.0
2024_18_SEA_LA,2024,18,2025-01-05,LA,SEA,-7.5,38.5,285.0,-360.0,25.0,30.0,-5.0,55.0
2024_18_LAC_LV,2024,18,2025-01-05,LV,LAC,-7.0,42.5,275.0,-345.0,20.0,34.0,-14.0,54.0
2024_18_MIA_NYJ,2024,18,2025-01-05,NYJ,MIA,1.5,39.5,-122.0,102.0,32.0,20.0,12.0,52.0
2024_18_MIN_DET,2024,18,2025-01-05,DET,MIN,3.0,56.5,-148.0,124.0,31.0,9.0,22.0,40.0
2024_19_LAC_HOU,2024,19,2025-01-11,HOU,LAC,-3.0,41.5,136.0,-162.0,32.0,12.0,20.0,44.0
2024_19_PIT_BAL,2024,19,2025-01-11,BAL,PIT,9.5,44.5,-520.0,390.0,28.0,14.0,14.0,42.0
2024_19_DEN_BUF,2024,19,2025-01-12,BUF,DEN,7.5,48.5,-425.0,330.0,31.0,7.0,24.0,38.0
2024_19_GB_PHI,2024,19,2025-01-12,PHI,GB,5.5,45.5,-250.0,205.0,22.0,10.0,12.0,32.0
2024_19_WAS_TB,2024,19,2025-01-12,TB,WAS,3.0,51.5,-162.0,136.0,20.0,23.0,-3.0,43.0
2024_19_MIN_LA,2024,19,2025-01-13,LA,MIN,-2.5,47.5,120.0,-142.0,27.0,9.0,18.0,36.0
2024_20_HOU_KC,2024,20,2025-01-18,KC,HOU,9.5,41.5,-550.0,410.0,23.0,14.0,9.0,37.0
2024_20_WAS_DET,2024,20,2025-01-18,DET,WAS,8.5,55.5,-520.0,390.0,31.0,45.0,-14.0,76.0
2024_20_LA_PHI,2024,20,2025-01-19,PHI,LA,7.0,43.5,-325.0,260.0,28.0,22.0,6.0,50.0
2024_20_BAL_BUF,2024,20,2025-01-19,BUF,BAL,-1.5,51.5,-102.0,-118.0,27.0,25.0,2.0,52.0
2024_21_WAS_PHI,2024,21,2025-01-26,PHI,WAS,6.0,46.5,-250.0,205.0,55.0,23.0,32.0,78.0
2024_21_BUF_KC,2024,21,2025-01-26,KC,BUF,1.5,49.5,-118.0,-102.0,32.0,29.0,3.0,61.0
2024_22_KC_PHI,2024,22,2025-02-09,PHI,KC,-1.5,48.5,100.0,-120.0,40.0,22.0,18.0,62.0
