game_id,season,week,gameday,gametime,home_team,away_team,home_score,away_score,result,total,spread_line,total_line,home_moneyline,away_moneyline,stadium,roof,surface
2024_10_MIN_JAX,2024,10,2024-11-10,13:00,JAX,MIN,7.0,12.0,-5.0,19.0,-7.0,42.5,280.0,-345.0,TIAA Bank Stadium,outdoors,grass
2024_10_DEN_KC,2024,10,2024-11-10,13:00,KC,DEN,16.0,14.0,2.0,30.0,7.5,42.5,-380.0,300.0,GEHA Field at Arrowhead Stadium,outdoors,grass
2024_10_ATL_NO,2024,10,2024-11-10,13:00,NO,ATL,20.0,17.0,3.0,37.0,-3.5,46.5,160.0,-192.0,Mercedes-Benz Superdome,dome,sportturf
2024_10_SF_TB,2024,10,2024-11-10,13:00,TB,SF,20.0,23.0,-3.0,43.0,-6.5,50.5,240.0,-298.0,Raymond James Stadium,outdoors,grass
2024_10_PIT_WAS,2024,10,2024-11-10,13:00,WAS,PIT,27.0,28.0,-1.0,55.0,1.5,45.0,-122.0,102.0,FedExField,outdoors,grass
2024_10_TEN_LAC,2024,10,2024-11-10,16:05,LAC,TEN,27.0,17.0,10.0,44.0,8.0,40.0,-380.0,300.0,SoFi Stadium,dome,matrixturf
2024_10_NYJ_ARI,2024,10,2024-11-10,16:25,ARI,NYJ,31.0,6.0,25.0,37.0,-2.0,45.5,110.0,-130.0,State Farm Stadium,closed,grass
2024_10_PHI_DAL,2024,10,2024-11-10,16:25,DAL,PHI,6.0,34.0,-28.0,40.0,-7.5,44.5,285.0,-360.0,AT&T Stadium,closed,matrixturf
2024_10_DET_HOU,2024,10,2024-11-10,20:20,HOU,DET,23.0,26.0,-3.0,49.0,-4.5,49.0,190.0,-230.0,NRG Stadium,closed,astroturf
2024_10_MIA_LA,2024,10,2024-11-11,20:15,LA,MIA,15.0,23.0,-8.0,38.0,2.5,49.5,-142.0,120.0,SoFi Stadium,dome,matrixturf
2024_11_WAS_PHI,2024,11,2024-11-14,20:15,PHI,WAS,26.0,18.0,8.0,44.0,4.5,49.5,-230.0,190.0,Lincoln Financial Field,outdoors,grass
2024_11_GB_CHI,2024,11,2024-11-17,13:00,CHI,GB,19.0,20.0,-1.0,39.0,-6.0,41.0,215.0,-265.0,Soldier Field,outdoors,grass
2024_11_JAX_DET,2024,11,2024-11-17,13:00,DET,JAX,52.0,6.0,46.0,58.0,14.0,47.5,-1000.0,650.0,Ford Field,dome,fieldturf
2024_11_LV_MIA,2024,11,2024-11-17,13:00,MIA,LV,34.0,19.0,15.0,53.0,8.0,43.5,-425.0,330.0,Hard Rock Stadium,outdoors,grass
2024_11_LA_NE,2024,11,2024-11-17,13:00,NE,LA,22.0,28.0,-6.0,50.0,-4.0,42.5,164.0,-198.0,Gillette Stadium,outdoors,fieldturf
2024_11_CLE_NO,2024,11,2024-11-17,13:00,NO,CLE,35.0,14.0,21.0,49.0,-1.0,44.0,-105.0,-115.0,Mercedes-Benz Superdome,dome,sportturf
2024_11_IND_NYJ,2024,11,2024-11-17,13:00,NYJ,IND,27.0,28.0,-1.0,55.0,4.0,43.0,-205.0,170.0,MetLife Stadium,outdoors,fieldturf
2024_11_BAL_PIT,2024,11,2024-11-17,13:00,PIT,BAL,18.0,16.0,2.0,34.0,-3.0,48.0,145.0,-175.0,Acrisure Stadium,outdoors,grass
2024_11_MIN_TEN,2024,11,2024-11-17,13:00,TEN,MIN,13.0,23.0,-10.0,36.0,-6.0,40.0,235.0,-290.0,Nissan Stadium,outdoors,grass
2024_11_ATL_DEN,2024,11,2024-11-17,16:05,DEN,ATL,38.0,6.0,32.0,44.0,2.0,44.5,-135.0,114.0,Empower Field at Mile High,outdoors,grass
2024_11_SEA_SF,2024,11,2024-11-17,16:05,SF,SEA,17.0,20.0,-3.0,37.0,6.0,49.0,-265.0,215.0,Levi's Stadium,outdoors,grass
2024_11_KC_BUF,2024,11,2024-11-17,16:25,BUF,KC,30.0,21.0,9.0,51.0,2.5,46.5,-142.0,120.0,New Era Field,outdoors,a_turf
2024_11_CIN_LAC,2024,11,2024-11-17,20:20,LAC,CIN,34.0,27.0,7.0,61.0,1.0,48.0,-110.0,-110.0,SoFi Stadium,dome,matrixturf
2024_11_HOU_DAL,2024,11,2024-11-18,20:15,DAL,HOU,10.0,34.0,-24.0,44.0,-7.5,41.5,285.0,-360.0,AT&T Stadium,closed,matrixturf
2024_12_PIT_CLE,2024,12,2024-11-21,20:15,CLE,PIT,24.0,19.0,5.0,43.0,-3.5,36.5,170.0,-205.0,FirstEnergy Stadium,outdoors,grass
2024_12_KC_CAR,2024,12,2024-11-24,13:00,CAR,KC,27.0,30.0,-3.0,57.0,-11.0,43.0,500.0,-700.0,Bank of America Stadium,outdoors,grass
2024_12_MIN_CHI,2024,12,2024-11-24,13:00,CHI,MIN,27.0,30.0,-3.0,57.0,-3.0,39.5,145.0,-175.0,Soldier Field,outdoors,grass
2024_12_TEN_HOU,2024,12,2024-11-24,13:00,HOU,TEN,27.0,32.0,-5.0,59.0,8.0,40.5,-375.0,295.0,NRG Stadium,closed,astroturf
2024_12_DET_IND,2024,12,2024-11-24,13:00,IND,DET,6.0,24.0,-18.0,30.0,-7.0,50.5,295.0,-375.0,Lucas Oil Stadium,closed,fieldturf
2024_12_NE_MIA,2024,12,2024-11-24,13:00,MIA,NE,34.0,15.0,19.0,49.0,7.5,46.0,-360.0,285.0,Hard Rock Stadium,outdoors,grass
2024_12_TB_NYG,2024,12,2024-11-24,13:00,NYG,TB,7.0,30.0,-23.0,37.0,-6.5,40.5,240.0,-298.0,MetLife Stadium,outdoors,fieldturf
2024_12_DAL_WAS,2024,12,2024-11-24,13:00,WAS,DAL,26.0,34.0,-8.0,60.0,10.5,45.0,-625.0,455.0,FedExField,outdoors,grass
2024_12_DEN_LV,2024,12,2024-11-24,16:05,LV,DEN,19.0,29.0,-10.0,48.0,-6.5,41.5,225.0,-278.0,Allegiant Stadium,dome,grass
2024_12_SF_GB,2024,12,2024-11-24,16:25,GB,SF,38.0,10.0,28.0,48.0,6.5,44.5,-290.0,235.0,Lambeau Field,outdoors,grass
2024_12_ARI_SEA,2024,12,2024-11-24,16:25,SEA,ARI,16.0,6.0,10.0,22.0,-1.0,46.5,-105.0,-115.0,Lumen Field,outdoors,fieldturf
2024_12_PHI_LA,2024,12,2024-11-24,20:20,LA,PHI,20.0,37.0,-17.0,57.0,-3.0,49.0,142.0,-170.0,SoFi Stadium,dome,matrixturf
2024_12_BAL_LAC,2024,12,2024-11-25,20:15,LAC,BAL,23.0,30.0,-7.0,53.0,-3.0,51.0,140.0,-166.0,SoFi Stadium,dome,matrixturf
2024_13_CHI_DET,2024,13,2024-11-28,12:30,DET,CHI,23.0,20.0,3.0,43.0,9.5,47.5,-520.0,390.0,Ford Field,dome,fieldturf
2024_13_NYG_DAL,2024,13,2024-11-28,16:30,DAL,NYG,27.0,20.0,7.0,47.0,4.5,39.0,-218.0,185.0,AT&T Stadium,closed,matrixturf
2024_13_MIA_GB,2024,13,2024-11-28,20:20,GB,MIA,30.0,17.0,13.0,47.0,3.5,47.5,-175.0,145.0,Lambeau Field,outdoors,grass
2024_13_LV_KC,2024,13,2024-11-29,15:00,KC,LV,19.0,17.0,2.0,36.0,13.5,42.0,-800.0,550.0,GEHA Field at Arrowhead Stadium,outdoors,grass
2024_13_LAC_ATL,2024,13,2024-12-01,13:00,ATL,LAC,13.0,17.0,-4.0,30.0,-1.0,47.0,-102.0,-118.0,Mercedes-Benz Stadium,closed,fieldturf
2024_13_PIT_CIN,2024,13,2024-12-01,13:00,CIN,PIT,38.0,44.0,-6.0,82.0,3.0,46.0,-155.0,130.0,Paycor Stadium,outdoors,fieldturf
2024_13_HOU_JAX,2024,13,2024-12-01,13:00,JAX,HOU,20.0,23.0,-3.0,43.0,-3.5,44.5,160.0,-192.0,TIAA Bank Stadium,outdoors,grass
2024_13_ARI_MIN,2024,13,2024-12-01,13:00,MIN,ARI,23.0,22.0,1.0,45.0,3.5,45.5,-185.0,154.0,U.S. Bank Stadium,dome,sportturf
2024_13_IND_NE,2024,13,2024-12-01,13:00,NE,IND,24.0,25.0,-1.0,49.0,-2.5,41.5,114.0,-135.0,Gillette Stadium,outdoors,fieldturf
2024_13_SEA_NYJ,2024,13,2024-12-01,13:00,NYJ,SEA,21.0,26.0,-5.0,47.0,1.0,41.5,-115.0,-105.0,MetLife Stadium,outdoors,fieldturf
2024_13_TEN_WAS,2024,13,2024-12-01,13:00,WAS,TEN,42.0,19.0,23.0,61.0,6.0,45.0,-250.0,205.0,FedExField,outdoors,grass
2024_13_TB_CAR,2024,13,2024-12-01,16:05,CAR,TB,23.0,26.0,-3.0,49.0,-6.5,46.0,235.0,-290.0,Bank of America Stadium,outdoors,grass
2024_13_LA_NO,2024,13,2024-12-01,16:05,NO,LA,14.0,21.0,-7.0,35.0,-2.5,48.5,120.0,-142.0,Mercedes-Benz Superdome,dome,sportturf
2024_13_PHI_BAL,2024,13,2024-12-01,16:25,BAL,PHI,19.0,24.0,-5.0,43.0,3.0,50.0,-162.0,136.0,M&T Bank Stadium,outdoors,grass
2024_13_SF_BUF,2024,13,2024-12-01,20:20,BUF,SF,35.0,10.0,25.0,45.0,6.5,45.0,-340.0,270.0,New Era Field,outdoors,a_turf
2024_13_CLE_DEN,2024,13,2024-12-02,20:15,DEN,CLE,41.0,32.0,9.0,73.0,6.5,41.5,-290.0,235.0,Empower Field at Mile High,outdoors,grass
2024_14_GB_DET,2024,14,2024-12-05,20:15,DET,GB,34.0,31.0,3.0,65.0,3.0,53.0,-170.0,142.0,Ford Field,dome,fieldturf
2024_14_NYJ_MIA,2024,14,2024-12-08,13:00,MIA,NYJ,32.0,26.0,6.0,58.0,6.5,45.0,-298.0,240.0,Hard Rock Stadium,outdoors,grass
2024_14_ATL_MIN,2024,14,2024-12-08,13:00,MIN,ATL,42.0,21.0,21.0,63.0,6.0,46.5,-250.0,205.0,U.S. Bank Stadium,dome,sportturf
2024_14_NO_NYG,2024,14,2024-12-08,13:00,NYG,NO,11.0,14.0,-3.0,25.0,-5.5,41.0,200.0,-245.0,MetLife Stadium,outdoors,fieldturf
2024_14_CAR_PHI,2024,14,2024-12-08,13:00,PHI,CAR,22.0,16.0,6.0,38.0,14.0,44.5,-950.0,625.0,Lincoln Financial Field,outdoors,grass
2024_14_CLE_PIT,2024,14,2024-12-08,13:00,PIT,CLE,27.0,14.0,13.0,41.0,6.0,43.0,-258.0,210.0,Acrisure Stadium,outdoors,grass
2024_14_LV_TB,2024,14,2024-12-08,13:00,TB,LV,28.0,13.0,15.0,41.0,7.0,47.0,-325.0,260.0,Raymond James Stadium,outdoors,grass
2024_14_JAX_TEN,2024,14,2024-12-08,13:00,TEN,JAX,6.0,10.0,-4.0,16.0,3.0,40.0,-170.0,142.0,Nissan Stadium,outdoors,grass
2024_14_SEA_ARI,2024,14,2024-12-08,16:05,ARI,SEA,18.0,30.0,-12.0,48.0,3.0,45.5,-175.0,145.0,State Farm Stadium,closed,grass
2024_14_BUF_LA,2024,14,2024-12-08,16:25,LA,BUF,44.0,42.0,2.0,86.0,-3.5,49.5,160.0,-192.0,SoFi Stadium,dome,matrixturf
2024_14_CHI_SF,2024,14,2024-12-08,16:25,SF,CHI,38.0,13.0,25.0,51.0,3.0,43.5,-162.0,136.0,Levi's Stadium,outdoors,grass
2024_14_LAC_KC,2024,14,2024-12-08,20:20,KC,LAC,19.0,17.0,2.0,36.0,5.0,43.5,-238.0,195.0,GEHA Field at Arrowhead Stadium,outdoors,grass
2024_14_CIN_DAL,2024,14,2024-12-09,20:15,DAL,CIN,20.0,27.0,-7.0,47.0,-5.0,51.0,190.0,-230.0,AT&T Stadium,closed,matrixturf
2024_15_LA_SF,2024,15,2024-12-12,20:15,SF,LA,6.0,12.0,-6.0,18.0,3.0,48.5,-155.0,130.0,Levi's Stadium,outdoors,grass
2024_15_DAL_CAR,2024,15,2024-12-15,13:00,CAR,DAL,14.0,30.0,-16.0,44.0,2.5,42.0,-142.0,120.0,Bank of America Stadium,outdoors,grass
2024_15_KC_CLE,2024,15,2024-12-15,13:00,CLE,KC,7.0,21.0,-14.0,28.0,-4.5,41.5,190.0,-230.0,FirstEnergy Stadium,outdoors,grass
2024_15_MIA_HOU,2024,15,2024-12-15,13:00,HOU,MIA,20.0,12.0,8.0,32.0,2.5,46.5,-155.0,130.0,NRG Stadium,closed,astroturf
2024_15_NYJ_JAX,2024,15,2024-12-15,13:00,JAX,NYJ,25.0,32.0,-7.0,57.0,-3.5,41.5,145.0,-175.0,TIAA Bank Stadium,outdoors,grass
2024_15_WAS_NO,2024,15,2024-12-15,13:00,NO,WAS,19.0,20.0,-1.0,39.0,-7.5,44.5,295.0,-375.0,Mercedes-Benz Superdome,dome,sportturf
2024_15_BAL_NYG,2024,15,2024-12-15,13:00,NYG,BAL,14.0,35.0,-21.0,49.0,-16.5,43.5,1000.0,-1800.0,MetLife Stadium,outdoors,fieldturf
2024_15_CIN_TEN,2024,15,2024-12-15,13:00,TEN,CIN,27.0,37.0,-10.0,64.0,-6.0,46.5,205.0,-250.0,Nissan Stadium,outdoors,grass
2024_15_NE_ARI,2024,15,2024-12-15,16:25,ARI,NE,30.0,17.0,13.0,47.0,6.0,46.5,-258.0,210.0,State Farm Stadium,closed,grass
2024_15_IND_DEN,2024,15,2024-12-15,16:25,DEN,IND,31.0,13.0,18.0,44.0,4.5,43.5,-238.0,195.0,Empower Field at Mile High,outdoors,grass
2024_15_BUF_DET,2024,15,2024-12-15,16:25,DET,BUF,42.0,48.0,-6.0,90.0,2.5,55.5,-130.0,110.0,Ford Field,dome,fieldturf
2024_15_TB_LAC,2024,15,2024-12-15,16:25,LAC,TB,17.0,40.0,-23.0,57.0,3.0,46.0,-162.0,136.0,SoFi Stadium,dome,matrixturf
2024_15_PIT_PHI,2024,15,2024-12-15,16:25,PHI,PIT,27.0,13.0,14.0,40.0,5.5,43.0,-265.0,215.0,Lincoln Financial Field,outdoors,grass
2024_15_GB_SEA,2024,15,2024-12-15,20:20,SEA,GB,13.0,30.0,-17.0,43.0,-3.0,48.0,136.0,-162.0,Lumen Field,outdoors,fieldturf
2024_15_CHI_MIN,2024,15,2024-12-16,20:00,MIN,CHI,30.0,12.0,18.0,42.0,7.0,43.5,-325.0,260.0,U.S. Bank Stadium,dome,sportturf
2024_15_ATL_LV,2024,15,2024-12-16,20:30,LV,ATL,9.0,15.0,-6.0,24.0,-6.5,44.5,275.0,-345.0,Allegiant Stadium,dome,grass
2024_16_DEN_LAC,2024,16,2024-12-19,20:15,LAC,DEN,34.0,27.0,7.0,61.0,3.0,41.5,-148.0,124.0,SoFi Stadium,dome,matrixturf
2024_16_HOU_KC,2024,16,2024-12-21,13:00,KC,HOU,27.0,19.0,8.0,46.0,3.5,42.5,-180.0,150.0,GEHA Field at Arrowhead Stadium,outdoors,grass
2024_16_PIT_BAL,2024,16,2024-12-21,16:30,BAL,PIT,34.0,17.0,17.0,51.0,7.0,44.5,-345.0,275.0,M&T Bank Stadium,outdoors,grass
2024_16_NYG_ATL,2024,16,2024-12-22,13:00,ATL,NYG,34.0,7.0,27.0,41.0,9.5,42.5,-550.0,410.0,Mercedes-Benz Stadium,closed,fieldturf
2024_16_ARI_CAR,2024,16,2024-12-22,13:00,CAR,ARI,36.0,30.0,6.0,66.0,-5.5,47.0,200.0,-245.0,Bank of America Stadium,outdoors,grass
2024_16_DET_CHI,2024,16,2024-12-22,13:00,CHI,DET,17.0,34.0,-17.0,51.0,-7.0,47.5,270.0,-340.0,Soldier Field,outdoors,grass
2024_16_CLE_CIN,2024,16,2024-12-22,13:00,CIN,CLE,24.0,6.0,18.0,30.0,10.0,46.5,-575.0,425.0,Paycor Stadium,outdoors,fieldturf
2024_16_TEN_IND,2024,16,2024-12-22,13:00,IND,TEN,38.0,30.0,8.0,68.0,4.0,42.5,-198.0,164.0,Lucas Oil Stadium,closed,fieldturf
2024_16_LA_NYJ,2024,16,2024-12-22,13:00,NYJ,LA,9.0,19.0,-10.0,28.0,-3.0,47.0,136.0,-162.0,MetLife Stadium,outdoors,fieldturf
2024_16_PHI_WAS,2024,16,2024-12-22,13:00,WAS,PHI,36.0,33.0,3.0,69.0,-4.0,47.0,180.0,-218.0,FedExField,outdoors,grass
2024_16_MIN_SEA,2024,16,2024-12-22,16:05,SEA,MIN,24.0,27.0,-3.0,51.0,-2.5,43.0,124.0,-148.0,Lumen Field,outdoors,fieldturf
2024_16_NE_BUF,2024,16,2024-12-22,16:25,BUF,NE,24.0,21.0,3.0,45.0,14.0,48.0,-1100.0,700.0,New Era Field,outdoors,a_turf
2024_16_JAX_LV,2024,16,2024-12-22,16:25,LV,JAX,19.0,14.0,5.0,33.0,2.5,41.5,-130.0,110.0,Allegiant Stadium,dome,grass
2024_16_SF_MIA,2024,16,2024-12-22,16:25,MIA,SF,29.0,17.0,12.0,46.0,-2.0,44.0,105.0,-125.0,Hard Rock Stadium,outdoors,grass
2024_16_TB_DAL,2024,16,2024-12-22,20:20,DAL,TB,26.0,24.0,2.0,50.0,-4.5,47.5,180.0,-218.0,AT&T Stadium,closed,matrixturf
2024_16_NO_GB,2024,16,2024-12-23,20:15,GB,NO,34.0,0.0,34.0,34.0,14.0,44.0,-950.0,625.0,Lambeau Field,outdoors,grass
2024_17_KC_PIT,2024,17,2024-12-25,13:00,PIT,KC,10.0,29.0,-19.0,39.0,-3.0,43.5,136.0,-162.0,Acrisure Stadium,outdoors,grass
2024_17_BAL_HOU,2024,17,2024-12-25,16:30,HOU,BAL,2.0,31.0,-29.0,33.0,-5.5,46.5,200.0,-245.0,NRG Stadium,closed,astroturf
2024_17_SEA_CHI,2024,17,2024-12-26,20:15,CHI,SEA,3.0,6.0,-3.0,9.0,-3.5,43.5,160.0,-192.0,Soldier Field,outdoors,grass
2024_17_LAC_NE,2024,17,2024-12-28,13:00,NE,LAC,7.0,40.0,-33.0,47.0,-6.0,42.0,245.0,-305.0,Gillette Stadium,outdoors,fieldturf
2024_17_DEN_CIN,2024,17,2024-12-28,16:30,CIN,DEN,30.0,24.0,6.0,54.0,3.5,50.5,-175.0,145.0,Paycor Stadium,outdoors,fieldturf
2024_17_ARI_LA,2024,17,2024-12-28,20:15,LA,ARI,13.0,9.0,4.0,22.0,6.5,48.0,-340.0,270.0,SoFi Stadium,dome,matrixturf
2024_17_NYJ_BUF,2024,17,2024-12-29,13:00,BUF,NYJ,40.0,14.0,26.0,54.0,10.0,44.5,-520.0,390.0,New Era Field,outdoors,a_turf
2024_17_TEN_JAX,2024,17,2024-12-29,13:00,JAX,TEN,20.0,13.0,7.0,33.0,-1.0,38.0,-112.0,-108.0,TIAA Bank Stadium,outdoors,grass
2024_17_LV_NO,2024,17,2024-12-29,13:00,NO,LV,10.0,25.0,-15.0,35.0,-2.0,37.5,105.0,-125.0,Mercedes-Benz Superdome,dome,sportturf
2024_17_IND_NYG,2024,17,2024-12-29,13:00,NYG,IND,45.0,33.0,12.0,78.0,-7.5,40.5,320.0,-410.0,MetLife Stadium,outdoors,fieldturf
2024_17_DAL_PHI,2024,17,2024-12-29,13:00,PHI,DAL,41.0,7.0,34.0,48.0,7.5,37.5,-325.0,260.0,Lincoln Financial Field,outdoors,grass
2024_17_CAR_TB,2024,17,2024-12-29,13:00,TB,CAR,48.0,14.0,34.0,62.0,9.5,47.5,-500.0,380.0,Raymond James Stadium,outdoors,grass
2024_17_MIA_CLE,2024,17,2024-12-29,16:05,CLE,MIA,3.0,20.0,-17.0,23.0,-3.0,32.5,142.0,-170.0,FirstEnergy Stadium,outdoors,grass
2024_17_GB_MIN,2024,17,2024-12-29,16:25,MIN,GB,27.0,25.0,2.0,52.0,-1.0,49.0,-108.0,-112.0,U.S. Bank Stadium,dome,sportturf
2024_17_ATL_WAS,2024,17,2024-12-29,20:20,WAS,ATL,30.0,24.0,6.0,54.0,3.5,46.5,-192.0,160.0,FedExField,outdoors,grass
2024_17_DET_SF,2024,17,2024-12-30,20:15,SF,DET,34.0,40.0,-6.0,74.0,-4.0,50.5,190.0,-230.0,Levi's Stadium,outdoors,grass
2024_18_CLE_BAL,2024,18,2025-01-04,16:30,BAL,CLE,35.0,10.0,25.0,45.0,19.5,42.5,-2400.0,1200.0,M&T Bank Stadium,outdoors,grass
2024_18_CIN_PIT,2024,18,2025-01-04,20:00,PIT,CIN,17.0,19.0,-2.0,36.0,-2.5,48.5,124.0,-148.0,Acrisure Stadium,outdoors,grass
2024_18_CAR_ATL,2024,18,2025-01-05,13:00,ATL,CAR,38.0,44.0,-6.0,82.0,7.5,48.5,-380.0,300.0,Mercedes-Benz Stadium,closed,fieldturf
2024_18_WAS_DAL,2024,18,2025-01-05,13:00,DAL,WAS,19.0,23.0,-4.0,42.0,-7.0,43.5,250.0,-310.0,AT&T Stadium,closed,matrixturf
2024_18_CHI_GB,2024,18,2025-01-05,13:00,GB,CHI,22.0,24.0,-2.0,46.0,10.0,41.5,-410.0,320.0,Lambeau Field,outdoors,grass
2024_18_JAX_IND,2024,18,2025-01-05,13:00,IND,JAX,26.0,23.0,3.0,49.0,3.5,45.5,-180.0,150.0,Lucas Oil Stadium,closed,fieldturf
2024_18_BUF_NE,2024,18,2025-01-05,13:00,NE,BUF,23.0,16.0,7.0,39.0,-3.0,36.5,140.0,-166.0,Gillette Stadium,outdoors,fieldturf
2024_18_NYG_PHI,2024,18,2025-01-05,13:00,PHI,NYG,20.0,13.0,7.0,33.0,3.0,36.5,-155.0,130.0,Lincoln Financial Field,outdoors,grass
2024_18_NO_TB,2024,18,2025-01-05,13:00,TB,NO,27.0,19.0,8.0,46.0,14.5,44.5,-1050.0,675.0,Raymond James Stadium,outdoors,grass
2024_18_HOU_TEN,2024,18,2025-01-05,13:00,TEN,HOU,14.0,23.0,-9.0,37.0,2.5,36.5,-142.0,120.0,Nissan Stadium,outdoors,grass
2024_18_SF_ARI,2024,18,2025-01-05,16:25,ARI,SF,47.0,24.0,23.0,71.0,4.5,42.5,-192.0,160.0,State Farm Stadium,closed,grass
2024_18_KC_DEN,2024,18,2025-01-05,16:25,DEN,KC,38.0,0.0,38.0,38.0,10.5,40.5,-485.0,370.0,Empower Field at Mile High,outdoors,grass
2024_18_SEA_LA,2024,18,2025-01-05,16:25,LA,SEA,25.0,30.0,-5.0,55.0,-7.5,38.5,285.0,-360.0,SoFi Stadium,dome,matrixturf
2024_18_LAC_LV,2024,18,2025-01-05,16:25,LV,LAC,20.0,34.0,-14.0,54.0,-7.0,42.5,275.0,-345.0,Allegiant Stadium,dome,grass
2024_18_MIA_NYJ,2024,18,2025-01-05,16:25,NYJ,MIA,32.0,20.0,12.0,52.0,1.5,39.5,-122.0,102.0,MetLife Stadium,outdoors,fieldturf
2024_18_MIN_DET,2024,18,2025-01-05,20:20,DET,MIN,31.0,9.0,22.0,40.0,3.0,56.5,-148.0,124.0,Ford Field,dome,fieldturf
2024_19_LAC_HOU,2024,19,2025-01-11,16:30,HOU,LAC,32.0,12.0,20.0,44.0,-3.0,41.5,136.0,-162.0,NRG Stadium,closed,astroturf
2024_19_PIT_BAL,2024,19,2025-01-11,20:00,BAL,PIT,28.0,14.0,14.0,42.0,9.5,44.5,-520.0,390.0,M&T Bank Stadium,outdoors,grass
2024_19_DEN_BUF,2024,19,2025-01-12,13:00,BUF,DEN,31.0,7.0,24.0,38.0,7.5,48.5,-425.0,330.0,New Era Field,outdoors,a_turf
2024_19_GB_PHI,2024,19,2025-01-12,16:30,PHI,GB,22.0,10.0,12.0,32.0,5.5,45.5,-250.0,205.0,Lincoln Financial Field,outdoors,grass
2024_19_WAS_TB,2024,19,2025-01-12,20:00,TB,WAS,20.0,23.0,-3.0,43.0,3.0,51.5,-162.0,136.0,Raymond James Stadium,outdoors,grass
2024_19_MIN_LA,2024,19,2025-01-13,20:00,LA,MIN,27.0,9.0,18.0,36.0,-2.5,47.5,120.0,-142.0,State Farm Stadium,closed,grass
2024_20_HOU_KC,2024,20,2025-01-18,16:30,KC,HOU,23.0,14.0,9.0,37.0,9.5,41.5,-550.0,410.0,GEHA Field at Arrowhead Stadium,outdoors,grass
2024_20_WAS_DET,2024,20,2025-01-18,20:00,DET,WAS,31.0,45.0,-14.0,76.0,8.5,55.5,-520.0,390.0,Ford Field,dome,fieldturf
2024_20_LA_PHI,2024,20,2025-01-19,15:00,PHI,LA,28.0,22.0,6.0,50.0,7.0,43.5,-325.0,260.0,Lincoln Financial Field,outdoors,grass
2024_20_BAL_BUF,2024,20,2025-01-19,18:30,BUF,BAL,27.0,25.0,2.0,52.0,-1.5,51.5,-102.0,-118.0,New Era Field,outdoors,a_turf
2024_21_WAS_PHI,2024,21,2025-01-26,15:00,PHI,WAS,55.0,23.0,32.0,78.0,6.0,46.5,-250.0,205.0,Lincoln Financial Field,outdoors,grass
2024_21_BUF_KC,2024,21,2025-01-26,18:30,KC,BUF,32.0,29.0,3.0,61.0,1.5,49.5,-118.0,-102.0,GEHA Field at Arrowhead Stadium,outdoors,grass
2024_22_KC_PHI,2024,22,2025-02-09,18:30,PHI,KC,40.0,22.0,18.0,62.0,-1.5,48.5,100.0,-120.0,Mercedes-Benz Superdome,dome,sportturf
