game_id,team,season,week,total_epa,success_rate,total_yards,total_plays,pass_plays,rush_plays,touchdowns,interceptions,fumbles_lost,epa_per_play,yards_per_play
2024_05_GB_LA,LA,2024,5,-6.751165,0.53846157,370.0,91,49.0,29.0,2.0,1.0,1.0,-0.07418862541953286,4.065934065934066
2024_05_IND_JAX,IND,2024,5,15.954333,0.5,447.0,93,51.0,18.0,4.0,0.0,1.0,0.17155197102536437,4.806451612903226
2024_05_IND_JAX,JAX,2024,5,17.859783,0.5263158,497.0,76,35.0,23.0,4.0,1.0,1.0,0.2349971470079924,6.5394736842105265
2024_05_LV_DEN,DEN,2024,5,2.7088196,0.47058824,289.0,86,33.0,24.0,3.0,0.0,0.0,0.0314979026483935,3.36046511627907
2024_05_LV_DEN,LV,2024,5,-14.747894,0.4,332.0,85,46.0,24.0,3.0,3.0,0.0,-0.173504638671875,3.9058823529411764
2024_05_MIA_NE,MIA,2024,5,-4.2246346,0.4065934,372.0,91,39.0,40.0,1.0,1.0,1.0,-0.04642455656449873,4.087912087912088
2024_05_MIA_NE,NE,2024,5,-13.16101,0.4125,299.0,81,40.0,19.0,1.0,0.0,0.0,-0.16248160232732325,3.691358024691358
2024_05_NO_KC,KC,2024,5,9.1451,0.5670103,460.0,98,47.0,34.0,2.0,1.0,0.0,0.09331734326420998,4.6938775510204085
2024_05_NO_KC,NO,2024,5,-5.960792,0.3768116,220.0,69,39.0,14.0,2.0,1.0,0.0,-0.08638829079227171,3.1884057971014492
2024_05_NYG_SEA,NYG,2024,5,-0.66975904,0.5,420.0,87,39.0,31.0,3.0,0.0,1.0,-0.00769837971391349,4.827586206896552
2024_05_NYG_SEA,SEA,2024,5,-13.678444,0.5125,333.0,80,51.0,7.0,2.0,0.0,1.0,-0.17098054885864258,4.1625
2024_05_NYJ_MIN,MIN,2024,5,-6.5188813,0.4347826,253.0,93,43.0,28.0,1.0,1.0,1.0,-0.0700954980747674,2.7204301075268815
2024_05_NYJ_MIN,NYJ,2024,5,-14.571164,0.45555556,254.0,90,58.0,14.0,3.0,3.0,0.0,-0.16190182367960612,2.8222222222222224
2024_05_TB_ATL,ATL,2024,5,15.318331,0.5045872,550.0,110,65.0,20.0,4.0,1.0,0.0,0.1392575524070046,5.0
2024_05_TB_ATL,TB,2024,5,13.531084,0.5522388,333.0,67,31.0,21.0,3.0,0.0,1.0,0.20195647851744694,4.970149253731344
2024_06_ARI_GB,ARI,2024,6,-9.793678,0.49333334,303.0,75,39.0,19.0,1.0,0.0,3.0,-0.1305823771158854,4.04
2024_06_ARI_GB,GB,2024,6,14.326773,0.53846157,437.0,92,37.0,34.0,4.0,1.0,0.0,0.1557257901067319,4.75
2024_06_ATL_CAR,ATL,2024,6,16.517708,0.5365854,425.0,83,31.0,35.0,4.0,0.0,1.0,0.19900852800851845,5.120481927710843
2024_06_ATL_CAR,CAR,2024,6,-7.566344,0.45348838,335.0,86,44.0,22.0,2.0,2.0,0.0,-0.08798074167828228,3.895348837209302
2024_06_BUF_NYJ,BUF,2024,6,10.997968,0.5116279,359.0,87,37.0,28.0,3.0,0.0,0.0,0.12641342206933032,4.126436781609195
2024_06_BUF_NYJ,NYJ,2024,6,5.8578825,0.443038,393.0,79,41.0,22.0,2.0,1.0,0.0,0.07415041138854207,4.974683544303797
2024_06_CIN_NYG,CIN,2024,6,1.1346625,0.46153846,304.0,66,34.0,17.0,2.0,0.0,1.0,0.017191856196432403,4.606060606060606
2024_06_CIN_NYG,NYG,2024,6,-12.041786,0.47252747,309.0,91,48.0,28.0,1.0,1.0,0.0,-0.13232732081151272,3.3956043956043955
2024_06_CLE_PHI,CLE,2024,6,-5.2748666,0.42105263,244.0,76,33.0,24.0,0.0,0.0,0.0,-0.06940613922319915,3.210526315789474
2024_06_CLE_PHI,PHI,2024,6,-0.963416,0.4556962,372.0,80,26.0,32.0,3.0,0.0,0.0,-0.012042699754238129,4.65
2024_06_DET_DAL,DAL,2024,6,-23.331955,0.43529412,251.0,85,53.0,16.0,0.0,3.0,2.0,-0.27449358771829047,2.9529411764705884
2024_06_DET_DAL,DET,2024,6,25.58249,0.5058824,492.0,86,34.0,32.0,5.0,0.0,0.0,0.29747082466302915,5.72093023255814
2024_06_HOU_NE,HOU,2024,6,9.609067,0.44047618,368.0,84,39.0,26.0,5.0,1.0,0.0,0.11439365432375953,4.380952380952381
2024_06_HOU_NE,NE,2024,6,-19.03553,0.45348838,291.0,87,45.0,21.0,3.0,2.0,2.0,-0.21879919644059806,3.3448275862068964
2024_06_IND_TEN,IND,2024,6,1.982416,0.42857143,269.0,84,43.0,27.0,2.0,1.0,0.0,0.02360019087791443,3.2023809523809526
2024_06_IND_TEN,TEN,2024,6,-2.246876,0.40789473,241.0,77,32.0,26.0,2.0,1.0,0.0,-0.029180207809844573,3.1298701298701297
2024_06_JAX_CHI,CHI,2024,6,21.362812,0.5443038,373.0,80,39.0,24.0,5.0,1.0,0.0,0.2670351505279541,4.6625
2024_06_JAX_CHI,JAX,2024,6,0.9593628,0.43589744,278.0,78,44.0,17.0,2.0,1.0,1.0,0.012299523139611268,3.5641025641025643
2024_06_LAC_DEN,DEN,2024,6,-3.433754,0.49295774,316.0,71,44.0,12.0,2.0,1.0,1.0,-0.04836273193359375,4.450704225352113
2024_06_LAC_DEN,LAC,2024,6,8.299783,0.4631579,350.0,96,41.0,34.0,2.0,0.0,0.0,0.08645607034365337,3.6458333333333335
2024_06_PIT_LV,LV,2024,6,-20.750244,0.46753246,275.0,77,44.0,19.0,2.0,1.0,2.0,-0.269483690137987,3.5714285714285716
2024_06_PIT_LV,PIT,2024,6,6.965217,0.44578314,293.0,84,35.0,30.0,3.0,0.0,0.0,0.08291925135112944,3.488095238095238
2024_06_SF_SEA,SEA,2024,6,2.8220491,0.45360824,358.0,97,57.0,20.0,3.0,2.0,1.0,0.029093290112682225,3.6907216494845363
2024_06_SF_SEA,SF,2024,6,21.118288,0.5243902,483.0,83,33.0,31.0,4.0,0.0,0.0,0.2544372053031462,5.819277108433735
2024_06_TB_NO,NO,2024,6,-23.397587,0.45652175,303.0,93,51.0,19.0,3.0,2.0,1.0,-0.2515869550807502,3.2580645161290325
2024_06_TB_NO,TB,2024,6,6.9630423,0.53608245,594.0,97,44.0,32.0,7.0,3.0,0.0,0.07178394081666298,6.123711340206185
2024_06_WAS_BAL,BAL,2024,6,15.36186,0.5421687,484.0,84,33.0,33.0,3.0,1.0,0.0,0.18287928899129233,5.761904761904762
2024_06_WAS_BAL,WAS,2024,6,11.207775,0.51282054,305.0,78,44.0,15.0,2.0,0.0,0.0,0.1436894245636769,3.91025641025641
2024_07_BAL_TB,BAL,2024,7,22.291262,0.5263158,508.0,76,29.0,30.0,5.0,0.0,1.0,0.2933060746443899,6.684210526315789
2024_07_BAL_TB,TB,2024,7,8.762241,0.5252525,483.0,100,56.0,25.0,4.0,2.0,0.0,0.0876224136352539,4.83
2024_07_CAR_WAS,CAR,2024,7,-19.18478,0.4516129,180.0,62,21.0,21.0,2.0,2.0,0.0,-0.3094319374330582,2.903225806451613
2024_07_CAR_WAS,WAS,2024,7,18.518621,0.5833333,421.0,85,32.0,35.0,3.0,0.0,0.0,0.2178661346435547,4.952941176470588
2024_07_CIN_CLE,CIN,2024,7,-7.5135484,0.369863,223.0,74,29.0,22.0,3.0,0.0,0.0,-0.1015344374888652,3.0135135135135136
2024_07_CIN_CLE,CLE,2024,7,-18.359346,0.35714287,338.0,98,61.0,22.0,2.0,2.0,0.0,-0.18734026928337252,3.4489795918367347
2024_07_DEN_NO,DEN,2024,7,5.284816,0.54320985,389.0,82,36.0,27.0,2.0,0.0,1.0,0.06444897302767126,4.7439024390243905
2024_07_DEN_NO,NO,2024,7,-25.461899,0.4090909,271.0,88,52.0,17.0,2.0,0.0,2.0,-0.28933975913307886,3.0795454545454546
2024_07_DET_MIN,DET,2024,7,3.3361564,0.47435898,391.0,78,29.0,27.0,5.0,0.0,1.0,0.042771235490456604,5.012820512820513
2024_07_DET_MIN,MIN,2024,7,0.60748863,0.38157895,383.0,77,42.0,17.0,2.0,1.0,0.0,0.007889462755872058,4.974025974025974
2024_07_HOU_GB,GB,2024,7,2.2718225,0.48,277.0,76,38.0,20.0,3.0,2.0,0.0,0.029892400691383762,3.6447368421052633
2024_07_HOU_GB,HOU,2024,7,3.166605,0.48101267,197.0,79,32.0,31.0,2.0,0.0,1.0,0.040083607540854924,2.4936708860759493
2024_07_KC_SF,KC,2024,7,4.452687,0.54761904,329.0,85,33.0,35.0,4.0,2.0,0.0,0.05238455043119543,3.8705882352941177
2024_07_KC_SF,SF,2024,7,-8.42715,0.49333334,310.0,75,42.0,21.0,2.0,3.0,0.0,-0.11236199696858724,4.133333333333334
2024_07_LAC_ARI,ARI,2024,7,6.0274873,0.5205479,326.0,74,31.0,24.0,2.0,1.0,1.0,0.08145253078357594,4.405405405405405
2024_07_LAC_ARI,LAC,2024,7,8.275148,0.4871795,395.0,78,45.0,20.0,0.0,0.0,1.0,0.10609164604773888,5.064102564102564
2024_07_LV_LA,LA,2024,7,-23.078371,0.43661973,259.0,72,26.0,27.0,2.0,1.0,0.0,-0.320532931221856,3.5972222222222223
2024_07_LV_LA,LV,2024,7,-25.158964,0.3814433,317.0,97,48.0,31.0,1.0,3.0,1.0,-0.25937076450623187,3.268041237113402
2024_07_MIA_IND,IND,2024,7,-12.49303,0.3875,284.0,81,30.0,31.0,1.0,0.0,1.0,-0.15423493326446155,3.506172839506173
2024_07_MIA_IND,MIA,2024,7,-19.20604,0.44705883,337.0,85,32.0,36.0,1.0,0.0,2.0,-0.2259534050436581,3.9647058823529413
2024_07_NE_JAX,JAX,2024,7,16.729668,0.56164384,366.0,73,23.0,38.0,3.0,0.0,0.0,0.229173529638003,5.013698630136986
2024_07_NE_JAX,NE,2024,7,-1.5100701,0.41558442,295.0,78,46.0,14.0,3.0,0.0,0.0,-0.019359872891352728,3.782051282051282
2024_07_NYJ_PIT,NYJ,2024,7,-8.998409,0.44,325.0,76,41.0,16.0,2.0,2.0,0.0,-0.11840012199000309,4.276315789473684
2024_07_NYJ_PIT,PIT,2024,7,14.810285,0.45238096,409.0,84,33.0,35.0,4.0,0.0,0.0,0.17631291207813082,4.869047619047619
2024_07_PHI_NYG,NYG,2024,7,-19.97048,0.3974359,119.0,79,42.0,15.0,0.0,0.0,0.0,-0.2527908856355691,1.5063291139240507
2024_07_PHI_NYG,PHI,2024,7,10.954745,0.44578314,339.0,83,23.0,42.0,4.0,0.0,0.0,0.13198488304413944,4.0843373493975905
2024_07_SEA_ATL,ATL,2024,7,-12.906993,0.48913044,369.0,93,41.0,31.0,3.0,2.0,1.0,-0.13878487002465031,3.967741935483871
2024_07_SEA_ATL,SEA,2024,7,13.139586,0.45454547,339.0,77,36.0,24.0,3.0,0.0,0.0,0.1706439798528498,4.402597402597403
2024_07_TEN_BUF,BUF,2024,7,11.932941,0.49295774,389.0,71,35.0,20.0,4.0,0.0,0.0,0.1680695977009518,5.47887323943662
2024_07_TEN_BUF,TEN,2024,7,-13.592577,0.42857143,289.0,92,46.0,26.0,1.0,1.0,1.0,-0.1477454019629437,3.141304347826087
2024_08_ARI_MIA,ARI,2024,8,18.458496,0.5301205,389.0,83,39.0,26.0,3.0,0.0,0.0,0.22239151920180722,4.686746987951807
2024_08_ARI_MIA,MIA,2024,8,15.527996,0.53846157,377.0,79,41.0,24.0,3.0,0.0,0.0,0.19655691219281546,4.772151898734177
2024_08_ATL_TB,ATL,2024,8,12.059269,0.57894737,394.0,76,33.0,29.0,4.0,0.0,0.0,0.15867459146600021,5.184210526315789
2024_08_ATL_TB,TB,2024,8,3.7002342,0.50549453,432.0,92,52.0,20.0,3.0,2.0,1.0,0.04021993668183037,4.695652173913044
2024_08_BAL_CLE,BAL,2024,8,4.7251887,0.48863637,387.0,88,46.0,20.0,3.0,0.0,0.0,0.05369532650167292,4.3977272727272725
2024_08_BAL_CLE,CLE,2024,8,10.076286,0.5176471,401.0,86,45.0,24.0,3.0,0.0,1.0,0.11716611995253452,4.662790697674419
2024_08_BUF_SEA,BUF,2024,8,17.530153,0.5268817,445.0,94,41.0,32.0,4.0,1.0,1.0,0.1864909922822993,4.73404255319149
2024_08_BUF_SEA,SEA,2024,8,-6.737788,0.4852941,233.0,68,36.0,14.0,1.0,1.0,0.0,-0.09908512059380026,3.426470588235294
2024_08_CAR_DEN,CAR,2024,8,-9.565125,0.44871795,284.0,78,44.0,18.0,2.0,2.0,0.0,-0.12262981365888546,3.641025641025641
2024_08_CAR_DEN,DEN,2024,8,5.112147,0.47674417,400.0,87,42.0,30.0,4.0,0.0,2.0,0.05876030867127167,4.597701149425287
2024_08_CHI_WAS,CHI,2024,8,-6.529847,0.43209878,309.0,81,35.0,28.0,2.0,0.0,1.0,-0.0806153968528465,3.814814814814815
2024_08_CHI_WAS,WAS,2024,8,-0.51586485,0.41758242,481.0,92,48.0,26.0,1.0,0.0,0.0,-0.005607226620549741,5.228260869565218
2024_08_DAL_SF,DAL,2024,8,2.0318532,0.4691358,292.0,81,43.0,18.0,3.0,2.0,0.0,0.025084607395125025,3.6049382716049383
2024_08_DAL_SF,SF,2024,8,9.058846,0.52380955,469.0,85,34.0,33.0,3.0,0.0,0.0,0.1065746643963982,5.517647058823529
2024_08_GB_JAX,GB,2024,8,11.830662,0.4888889,422.0,90,32.0,35.0,3.0,1.0,0.0,0.13145179748535157,4.688888888888889
2024_08_GB_JAX,JAX,2024,8,4.7958107,0.5064935,390.0,78,35.0,22.0,3.0,1.0,1.0,0.06148475255721655,5.0
2024_08_IND_HOU,HOU,2024,8,-1.6428436,0.45054945,363.0,92,41.0,30.0,2.0,0.0,1.0,-0.017856995696606842,3.9456521739130435
2024_08_IND_HOU,IND,2024,8,-2.840682,0.3529412,303.0,85,39.0,23.0,2.0,1.0,1.0,-0.03341978858498966,3.5647058823529414
2024_08_KC_LV,KC,2024,8,6.1378975,0.5294118,334.0,86,43.0,25.0,3.0,1.0,0.0,0.07137090106343114,3.883720930232558
2024_08_KC_LV,LV,2024,8,-3.1048744,0.5,228.0,74,36.0,19.0,2.0,0.0,1.0,-0.04195776179030135,3.081081081081081
2024_08_MIN_LA,LA,2024,8,13.320152,0.5,386.0,91,39.0,29.0,4.0,1.0,0.0,0.14637529981005323,4.241758241758242
2024_08_MIN_LA,MIN,2024,8,6.0792255,0.4923077,276.0,65,29.0,20.0,2.0,0.0,0.0,0.09352654677170974,4.246153846153846
2024_08_NO_LAC,LAC,2024,8,3.4387698,0.3809524,378.0,84,41.0,25.0,3.0,0.0,0.0,0.040937735920860654,4.5
2024_08_NO_LAC,NO,2024,8,-19.108393,0.37634408,366.0,94,52.0,21.0,0.0,0.0,0.0,-0.20328077356866064,3.893617021276596
2024_08_NYG_PIT,NYG,2024,8,-2.5276442,0.4347826,394.0,92,47.0,25.0,2.0,1.0,1.0,-0.02747439301532248,4.282608695652174
2024_08_NYG_PIT,PIT,2024,8,4.307193,0.5,426.0,85,33.0,30.0,1.0,0.0,1.0,0.05067285649916705,5.011764705882353
2024_08_NYJ_NE,NE,2024,8,1.169611,0.46341464,250.0,82,39.0,28.0,3.0,0.0,0.0,0.014263548502107946,3.048780487804878
2024_08_NYJ_NE,NYJ,2024,8,1.4349552,0.5,336.0,79,34.0,28.0,3.0,0.0,0.0,0.01816399037083493,4.253164556962025
2024_08_PHI_CIN,CIN,2024,8,-1.180038,0.45714286,280.0,71,40.0,17.0,2.0,1.0,1.0,-0.0166202531733983,3.943661971830986
2024_08_PHI_CIN,PHI,2024,8,23.657204,0.5394737,397.0,76,23.0,38.0,4.0,0.0,0.0,0.31127899571468953,5.223684210526316
2024_08_TEN_DET,DET,2024,8,11.659424,0.578125,225.0,64,24.0,24.0,6.0,0.0,0.0,0.18217849731445312,3.515625
2024_08_TEN_DET,TEN,2024,8,-31.009344,0.4375,416.0,97,47.0,29.0,3.0,2.0,2.0,-0.3196839598036304,4.288659793814433
2024_09_CHI_ARI,ARI,2024,9,3.1246886,0.5068493,350.0,73,23.0,35.0,3.0,0.0,2.0,0.042803953771721824,4.794520547945205
2024_09_CHI_ARI,CHI,2024,9,-16.277416,0.31868133,241.0,92,54.0,19.0,0.0,0.0,0.0,-0.1769284372744353,2.619565217391304
2024_09_DAL_ATL,ATL,2024,9,1.3349005,0.44594595,310.0,75,27.0,28.0,4.0,0.0,1.0,0.017798673311869302,4.133333333333334
2024_09_DAL_ATL,DAL,2024,9,-3.6498399,0.43617022,380.0,94,57.0,19.0,2.0,0.0,0.0,-0.03882808380938591,4.042553191489362
2024_09_DEN_BAL,BAL,2024,9,24.340094,0.5972222,396.0,73,24.0,32.0,5.0,0.0,0.0,0.33342593989960134,5.424657534246576
2024_09_DEN_BAL,DEN,2024,9,-10.190653,0.3604651,319.0,86,46.0,25.0,1.0,1.0,0.0,-0.11849596334058185,3.7093023255813953
2024_09_DET_GB,DET,2024,9,7.761839,0.5,261.0,73,24.0,30.0,2.0,0.0,0.0,0.10632656045155982,3.5753424657534247
2024_09_DET_GB,GB,2024,9,-4.468025,0.475,413.0,80,42.0,23.0,2.0,1.0,0.0,-0.05585031509399414,5.1625
2024_09_HOU_NYJ,HOU,2024,9,1.1018159,0.4105263,322.0,95,48.0,30.0,1.0,0.0,1.0,0.01159806251525879,3.389473684210526
2024_09_HOU_NYJ,NYJ,2024,9,8.5453205,0.4520548,293.0,74,36.0,21.0,3.0,0.0,1.0,0.11547730420086835,3.9594594594594597
2024_09_IND_MIN,IND,2024,9,-19.232592,0.39130434,227.0,69,35.0,18.0,0.0,1.0,1.0,-0.2787332120149032,3.289855072463768
2024_09_IND_MIN,MIN,2024,9,-11.354711,0.5176471,415.0,86,42.0,30.0,4.0,2.0,1.0,-0.13203151835951693,4.825581395348837
2024_09_JAX_PHI,JAX,2024,9,-4.6513586,0.41791046,219.0,67,38.0,15.0,2.0,2.0,0.0,-0.06942326275270376,3.2686567164179103
2024_09_JAX_PHI,PHI,2024,9,1.0732112,0.43157893,447.0,96,36.0,40.0,5.0,0.0,2.0,0.011179283261299133,4.65625
2024_09_LAC_CLE,CLE,2024,9,-25.570292,0.42708334,292.0,96,59.0,20.0,1.0,3.0,0.0,-0.2663572033246358,3.0416666666666665
2024_09_LAC_CLE,LAC,2024,9,-4.7844896,0.33333334,342.0,76,35.0,20.0,4.0,0.0,0.0,-0.06295381094280042,4.5
2024_09_LA_SEA,LA,2024,9,-3.761001,0.41489363,366.0,94,48.0,29.0,2.0,1.0,0.0,-0.04001065010720111,3.893617021276596
2024_09_LA_SEA,SEA,2024,9,-15.605507,0.43564355,424.0,102,48.0,31.0,4.0,3.0,0.0,-0.15299516565659466,4.1568627450980395
2024_09_LV_CIN,CIN,2024,9,10.454222,0.5652174,373.0,93,43.0,28.0,6.0,1.0,0.0,0.1124109862953104,4.010752688172043
2024_09_LV_CIN,LV,2024,9,-8.248248,0.4698795,217.0,83,41.0,20.0,2.0,0.0,2.0,-0.0993764831359128,2.6144578313253013
2024_09_MIA_BUF,BUF,2024,9,17.19116,0.5875,327.0,80,47.0,18.0,3.0,1.0,0.0,0.2148895025253296,4.0875
2024_09_MIA_BUF,MIA,2024,9,16.566824,0.5769231,373.0,79,31.0,29.0,3.0,0.0,1.0,0.20970663239684287,4.7215189873417724
2024_09_NE_TEN,NE,2024,9,-7.3674154,0.4651163,295.0,86,54.0,14.0,2.0,2.0,1.0,-0.08566762125769327,3.4302325581395348
2024_09_NE_TEN,TEN,2024,9,-4.845981,0.41304347,400.0,93,37.0,40.0,2.0,1.0,0.0,-0.05210732388240035,4.301075268817204
2024_09_NO_CAR,CAR,2024,9,2.237654,0.43661973,246.0,72,32.0,19.0,3.0,1.0,0.0,0.031078527371088665,3.4166666666666665
2024_09_NO_CAR,NO,2024,9,6.1884356,0.4375,427.0,96,38.0,42.0,2.0,0.0,0.0,0.06446287035942078,4.447916666666667
2024_09_TB_KC,KC,2024,9,14.120914,0.54,384.0,101,51.0,34.0,4.0,0.0,1.0,0.13981103424978727,3.801980198019802
2024_09_TB_KC,TB,2024,9,9.604218,0.44444445,284.0,72,37.0,18.0,3.0,0.0,0.0,0.13339191012912327,3.9444444444444446
2024_09_WAS_NYG,NYG,2024,9,9.779047,0.4871795,326.0,78,35.0,30.0,3.0,0.0,1.0,0.12537239759396285,4.17948717948718
2024_09_WAS_NYG,WAS,2024,9,16.303974,0.5945946,358.0,75,27.0,32.0,3.0,0.0,0.0,0.21738632202148436,4.773333333333333
2024_10_ATL_NO,ATL,2024,10,-3.435366,0.5319149,468.0,94,44.0,34.0,2.0,1.0,0.0,-0.03654644590743045,4.9787234042553195
2024_10_ATL_NO,NO,2024,10,-1.1693249,0.41428572,365.0,71,27.0,25.0,2.0,0.0,0.0,-0.016469364434900418,5.140845070422535
2024_10_BUF_IND,BUF,2024,10,1.4162627,0.48351648,415.0,92,43.0,30.0,2.0,2.0,0.0,0.015394160281056944,4.510869565217392
2024_10_BUF_IND,IND,2024,10,-13.186928,0.475,361.0,80,42.0,22.0,3.0,3.0,1.0,-0.16483659744262696,4.5125
2024_10_CIN_BAL,BAL,2024,10,16.686384,0.5185185,391.0,82,39.0,23.0,5.0,0.0,0.0,0.20349249025670493,4.7682926829268295
2024_10_CIN_BAL,CIN,2024,10,16.091043,0.5208333,470.0,96,66.0,16.0,5.0,0.0,1.0,0.1676150361696879,4.895833333333333
2024_10_DEN_KC,DEN,2024,10,-0.9859656,0.42666668,260.0,75,34.0,23.0,2.0,0.0,0.0,-0.013146208127339682,3.466666666666667
2024_10_DEN_KC,KC,2024,10,1.5428602,0.425,300.0,81,51.0,17.0,1.0,0.0,0.0,0.019047656177002707,3.7037037037037037
